transaction_id,student_id,session_id,problem_name,post_test_score,corresponding_question,used_ai_on_corresponding_item
5bee979be302a00753d382e0dbf8a59e,Stu_013812275010b765048828d0be3eaf55,ctat_session_15bc09b6-9f3a-31d4-4133-b767684c645a,10. Which of the following strategies below do you think would best support and increase Carla's motivation to complete her math work and increase engagement? I would tell Carla:,1,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,0.5
042cc119eef7453b6e3dd5816c54faba,Stu_013812275010b765048828d0be3eaf55,ctat_session_15bc09b6-9f3a-31d4-4133-b767684c645a,12. Which of the following statements aligns best with the rationale you chose and explained in Questions 10 and 11?,0,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,0.5
c8aed07a8d2d3efbd14a67689fefe70e,Stu_0157987ea84219a82d8343588a19b145,ctat_session_52368a2a-b2d7-f9ec-dbc2-1999635b7e91,2. Which of the following strategies below do you think would best support and increase Kevin's motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball? <br>I would text the student:,0,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,0.0
956ae5af8973816db7b0683eaa34d505,Stu_0157987ea84219a82d8343588a19b145,ctat_session_52368a2a-b2d7-f9ec-dbc2-1999635b7e91,4. Which of the following statements aligns with the rationale you chose and explained in Questions 2 and 3?,0,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,0.0
da6ba598006b2ddc6dfaa562474629b6,Stu_0157987ea84219a82d8343588a19b145,ctat_session_52368a2a-b2d7-f9ec-dbc2-1999635b7e91,10. Which of the following strategies below do you think would best support and increase Carla's motivation to complete her math work and increase engagement? I would tell Carla:,1,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,0.0
7379ace199c542c4aad26a3938b582ed,Stu_0157987ea84219a82d8343588a19b145,ctat_session_52368a2a-b2d7-f9ec-dbc2-1999635b7e91,12. Which of the following statements aligns best with the rationale you chose and explained in Questions 10 and 11?,1,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,0.0
1160743db3a392fe1d30d5ce0fda7fe3,Stu_019dc4fbeb5b1cc0be19be454aca3ec8,ctat_session_405b0e7b-b704-f8c7-c6eb-572ee51ef55a,4. Which of the following statements aligns with the rationale you chose and explained in Questions 2 and 3?,1,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,0.0
1462bcec7ee830ca16ab605588a6c18e,Stu_019dc4fbeb5b1cc0be19be454aca3ec8,ctat_session_405b0e7b-b704-f8c7-c6eb-572ee51ef55a,10. Which of the following strategies below do you think would best support and increase Carla's motivation to complete her math work and increase engagement? I would tell Carla:,1,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1.0
1c754a8659bb16cd3806ab03aaa98c97,Stu_02348639a6108a7c180e02499cb289f7,ctat_session_8d5e29d5-a7ec-4d23-e039-6180590da561,2. Which of the following strategies below do you think would best support and increase Kevin's motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball? <br>I would text the student:,1,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1.0
35fea3cc038f75a9688886c6a3e51952,Stu_02348639a6108a7c180e02499cb289f7,ctat_session_8d5e29d5-a7ec-4d23-e039-6180590da561,4. Which of the following statements aligns with the rationale you chose and explained in Questions 2 and 3?,1,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,0.5
685bf45666d031ce944328d907008276,Stu_02348639a6108a7c180e02499cb289f7,ctat_session_8d5e29d5-a7ec-4d23-e039-6180590da561,10. Which of the following strategies below do you think would best support and increase Carla's motivation to complete her math work and increase engagement? I would tell Carla:,1,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1.0
97bf5946aec77b7cf956031c4eed7808,Stu_02348639a6108a7c180e02499cb289f7,ctat_session_8d5e29d5-a7ec-4d23-e039-6180590da561,12. Which of the following statements aligns best with the rationale you chose and explained in Questions 10 and 11?,1,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,1.0
5256fc34ea82f02091224e9b2dcefea8,Stu_0242fd0dec342d2dcaee149d987b82d4,ctat_session_8f540e67-9c12-fa45-cf70-057b644c8d5f,4. Which of the following statements aligns with the rationale you chose and explained in Questions 2 and 3?,1,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1.0
8a5a839ffc209ccafa3e6e01ecd408d7,Stu_0242fd0dec342d2dcaee149d987b82d4,ctat_session_8f540e67-9c12-fa45-cf70-057b644c8d5f,10. Which of the following strategies below do you think would best support and increase Carla's motivation to complete her math work and increase engagement? I would tell Carla:,1,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1.0
485d848c3525972786a5308042735ab5,Stu_0242fd0dec342d2dcaee149d987b82d4,ctat_session_8f540e67-9c12-fa45-cf70-057b644c8d5f,12. Which of the following statements aligns best with the rationale you chose and explained in Questions 10 and 11?,1,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,1.0
7502053956f91ec93ef2ad8eca4f8866,Stu_02853209c0adea9e8f074ed64890bde8,ctat_session_ae2ebb55-7a8d-91bd-3c63-90857fa08a44,2. Which of the following strategies below do you think would best support and increase Kevin's motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball? <br>I would text the student:,1,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1.0
7b0504ccfcdcaf7b3174d7e7aa181950,Stu_02853209c0adea9e8f074ed64890bde8,ctat_session_ae2ebb55-7a8d-91bd-3c63-90857fa08a44,4. Which of the following statements aligns with the rationale you chose and explained in Questions 2 and 3?,1,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1.0
df39d17e85218a3cdbf6f41f6d480250,Stu_02853209c0adea9e8f074ed64890bde8,ctat_session_ae2ebb55-7a8d-91bd-3c63-90857fa08a44,10. Which of the following strategies below do you think would best support and increase Carla's motivation to complete her math work and increase engagement? I would tell Carla:,1,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1.0
049a4d654d4c467b6dee8d31f637ca4c,Stu_02853209c0adea9e8f074ed64890bde8,ctat_session_ae2ebb55-7a8d-91bd-3c63-90857fa08a44,12. Which of the following statements aligns best with the rationale you chose and explained in Questions 10 and 11?,0,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,1.0
0f3c7da14c7790efb6227df9dbe21c1f,Stu_03aaaaad6a7983f3491e08289a0243f5,ctat_session_7588f27f-5b0e-51c6-be65-ff1717c8e78a,2. Which of the following strategies below do you think would best support and increase Kevin's motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball? <br>I would text the student:,0,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,0.0
2ae879c29dbddcbd8af63fdaeb4befc7,Stu_03aaaaad6a7983f3491e08289a0243f5,ctat_session_7588f27f-5b0e-51c6-be65-ff1717c8e78a,4. Which of the following statements aligns with the rationale you chose and explained in Questions 2 and 3?,0,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,0.0
abe6db431197072d84937572c8c2819a,Stu_0456ac68aac2b0261edc3f896d1b386b,ctat_session_0d78f74d-ad93-e46d-bbe1-ff3c67414935,2. Which of the following strategies below do you think would best support and increase Carla's motivation to complete her math work and increase engagement? I would tell Carla:,1,1. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,0.0
3cb5b32cc4a969b6626635dd8cd03532,Stu_0456ac68aac2b0261edc3f896d1b386b,ctat_session_0d78f74d-ad93-e46d-bbe1-ff3c67414935,4. Which of the following statements aligns best with the rationale you chose and explained in Questions 2 and 3?,1,3. Why do you think the approach you selected in Question 2 will best support and increase Carla's motivation to complete her math work and increase engagement?,0.0
cf07e2a5f4d68103b75b574a19e787c3,Stu_0456ac68aac2b0261edc3f896d1b386b,ctat_session_0d78f74d-ad93-e46d-bbe1-ff3c67414935,10. Which of the following strategies below do you think would best support and increase Kevin's motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball? <br>I would text the student:,1,9. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,0.0
7749788fe45bdb372529b7ba371e0a5a,Stu_04a333171d345cc60c9aae073756cffd,ctat_session_c5530d06-d02f-a274-968f-e9821ac487b6,4. Which of the following statements aligns with the rationale you chose and explained in Questions 2 and 3?,1,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1.0
0ab52d343234316f1deaf64f89b7210c,Stu_04a333171d345cc60c9aae073756cffd,ctat_session_c5530d06-d02f-a274-968f-e9821ac487b6,10. Which of the following strategies below do you think would best support and increase Carla's motivation to complete her math work and increase engagement? I would tell Carla:,1,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1.0
f31e4ebb5cede2741c17eec37922f418,Stu_04a333171d345cc60c9aae073756cffd,ctat_session_c5530d06-d02f-a274-968f-e9821ac487b6,12. Which of the following statements aligns best with the rationale you chose and explained in Questions 10 and 11?,0,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,1.0
dcfd57e661c2b381d02907472fb56428,Stu_04c90ce2790d52926165e4c31fde78b7,ctat_session_0b1edce7-260b-2532-960c-b464c9add9de,4. Which of the following statements aligns with the rationale you chose and explained in Questions 2 and 3?,1,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,0.5
301863fdfa2d230491338e751c6d800f,Stu_04c90ce2790d52926165e4c31fde78b7,ctat_session_0b1edce7-260b-2532-960c-b464c9add9de,12. Which of the following statements aligns best with the rationale you chose and explained in Questions 10 and 11?,1,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,0.5
5e9458865b9d0181b5b8dc01b90413d9,Stu_0542e189b5adf4c61070451686c010a7,ctat_session_7de41d39-e36e-da5c-0eaa-1178c9394b31,2. Which of the following strategies below do you think would best support and increase Kevin's motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball? <br>I would text the student:,0,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1.0
38ccacd4100aeb2a6585a01985f0f70f,Stu_0542e189b5adf4c61070451686c010a7,ctat_session_2461b1d0-db31-9372-aed3-45d70bf93c0d,4. Which of the following statements aligns with the rationale you chose and explained in Questions 2 and 3?,0,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1.0
b795bdb9f3fab9f500f3852892a0331e,Stu_0542e189b5adf4c61070451686c010a7,ctat_session_2461b1d0-db31-9372-aed3-45d70bf93c0d,10. Which of the following strategies below do you think would best support and increase Carla's motivation to complete her math work and increase engagement? I would tell Carla:,1,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,0.0
ab0397d4761ee80ab12bb7bcdfc92e12,Stu_0542e189b5adf4c61070451686c010a7,ctat_session_2461b1d0-db31-9372-aed3-45d70bf93c0d,12. Which of the following statements aligns best with the rationale you chose and explained in Questions 10 and 11?,0,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,1.0
f7032c3d8241e1271fb6bdb0ed2a7a5c,Stu_057077c46883f3a133f65c85a5aeba6d,ctat_session_4382074e-0a59-08a5-0b36-848e8f281366,2. Which of the following strategies below do you think would best support and increase Kevin's motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball? <br>I would text the student:,1,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1.0
345fcea54b4a384b24cfe51a8e0c71f0,Stu_057077c46883f3a133f65c85a5aeba6d,ctat_session_4382074e-0a59-08a5-0b36-848e8f281366,4. Which of the following statements aligns with the rationale you chose and explained in Questions 2 and 3?,0,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1.0
a9365cf718604fbb16f0a2a0bff5a9ec,Stu_057077c46883f3a133f65c85a5aeba6d,ctat_session_4382074e-0a59-08a5-0b36-848e8f281366,10. Which of the following strategies below do you think would best support and increase Carla's motivation to complete her math work and increase engagement? I would tell Carla:,1,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1.0
9207175c3ab1488e38b159bebec0ebf7,Stu_057077c46883f3a133f65c85a5aeba6d,ctat_session_4382074e-0a59-08a5-0b36-848e8f281366,12. Which of the following statements aligns best with the rationale you chose and explained in Questions 10 and 11?,0,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,1.0
08d98807f0291cedab1c404932fc4d03,Stu_05fce825d54773d316d23e81ff2672fe,ctat_session_dbcf76d5-f3b2-8aef-e962-2e5e9105e9c4,2. Which of the following strategies below do you think would best support and increase Carla's motivation to complete her math work and increase engagement? I would tell Carla:,1,1. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,0.5
8bc5f7fc3f5acbab7f65116eb918c007,Stu_05fce825d54773d316d23e81ff2672fe,ctat_session_dbcf76d5-f3b2-8aef-e962-2e5e9105e9c4,4. Which of the following statements aligns best with the rationale you chose and explained in Questions 2 and 3?,1,3. Why do you think the approach you selected in Question 2 will best support and increase Carla's motivation to complete her math work and increase engagement?,1.0
b1a9b579f808e194a6a33dce96764308,Stu_05fce825d54773d316d23e81ff2672fe,ctat_session_dbcf76d5-f3b2-8aef-e962-2e5e9105e9c4,10. Which of the following strategies below do you think would best support and increase Kevin's motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball? <br>I would text the student:,1,9. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1.0
a342ce2a35a9cb5c65388933a96130e0,Stu_06a6ae736d031df99f81de9f776a6f5e,ctat_session_1d3ee9a3-23f3-3ec7-3f00-0dd4e85b4e19,2. Which of the following strategies below do you think would best support and increase Kevin's motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball? <br>I would text the student:,1,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1.0
02eb09a0c37f353e6c50ec043ca249f0,Stu_06a6ae736d031df99f81de9f776a6f5e,ctat_session_1d3ee9a3-23f3-3ec7-3f00-0dd4e85b4e19,4. Which of the following statements aligns with the rationale you chose and explained in Questions 2 and 3?,0,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,0.5
2ec3399d7b9f0dc2ba047092ffdf13bb,Stu_06a6ae736d031df99f81de9f776a6f5e,ctat_session_1d3ee9a3-23f3-3ec7-3f00-0dd4e85b4e19,10. Which of the following strategies below do you think would best support and increase Carla's motivation to complete her math work and increase engagement? I would tell Carla:,1,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1.0
84ccdc4c73e8be46e065649053f6d2dc,Stu_06a6ae736d031df99f81de9f776a6f5e,ctat_session_1d3ee9a3-23f3-3ec7-3f00-0dd4e85b4e19,12. Which of the following statements aligns best with the rationale you chose and explained in Questions 10 and 11?,1,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,1.0
a4ce874ffcecd2de3a8dc08ddb5ea7fb,Stu_06f01a9ab45e488ae55844f89ff6e8d4,ctat_session_5db6a5ea-c9b3-719b-1b95-5b538f7540f1,2. Which of the following strategies below do you think would best support and increase Kevin's motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball? <br>I would text the student:,1,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1.0
1c05a9e362b8e0bb4daec4fbcd40f85d,Stu_06f01a9ab45e488ae55844f89ff6e8d4,ctat_session_5db6a5ea-c9b3-719b-1b95-5b538f7540f1,4. Which of the following statements aligns with the rationale you chose and explained in Questions 2 and 3?,0,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,0.0
48532cc07f21524a784a659a4d0572fb,Stu_06f01a9ab45e488ae55844f89ff6e8d4,ctat_session_5db6a5ea-c9b3-719b-1b95-5b538f7540f1,10. Which of the following strategies below do you think would best support and increase Carla's motivation to complete her math work and increase engagement? I would tell Carla:,0,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,0.0
b1a3908711bf2e7678a05ee1e80c6369,Stu_06f01a9ab45e488ae55844f89ff6e8d4,ctat_session_5db6a5ea-c9b3-719b-1b95-5b538f7540f1,12. Which of the following statements aligns best with the rationale you chose and explained in Questions 10 and 11?,0,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,0.0
b7be6b829667b27e2fdf036c2ec2e7b0,Stu_0755ba73ee26e7e1ac55f6fb3ac68183,ctat_session_d0ec5ba4-d202-5248-e496-669e5a7a02e7,2. Which of the following strategies below do you think would best support and increase Kevin's motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball? <br>I would text the student:,1,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,0.5
9e6cccc47ecc17e9cc169258fa00b578,Stu_0755ba73ee26e7e1ac55f6fb3ac68183,ctat_session_d0ec5ba4-d202-5248-e496-669e5a7a02e7,4. Which of the following statements aligns with the rationale you chose and explained in Questions 2 and 3?,1,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,0.0
3f4adc8f13ef51e7d35e923733164fdd,Stu_0755ba73ee26e7e1ac55f6fb3ac68183,ctat_session_d0ec5ba4-d202-5248-e496-669e5a7a02e7,10. Which of the following strategies below do you think would best support and increase Carla's motivation to complete her math work and increase engagement? I would tell Carla:,1,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,0.5
f36d6698bdff3dd6db73fa0d3412a854,Stu_0833059a82ede78e1b6a905e12f02ce2,ctat_session_edc5ca9f-fdfe-6d6d-8f7f-2f21fe10278d,2. Which of the following strategies below do you think would best support and increase Kevin's motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball? <br>I would text the student:,1,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1.0
82a09fc625641629d1ffe1fb2b7914dd,Stu_0833059a82ede78e1b6a905e12f02ce2,ctat_session_edc5ca9f-fdfe-6d6d-8f7f-2f21fe10278d,4. Which of the following statements aligns with the rationale you chose and explained in Questions 2 and 3?,0,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1.0
a19cce16a365bbf4a7f1e330a9c5b29d,Stu_0833059a82ede78e1b6a905e12f02ce2,ctat_session_b1b43756-0b39-c483-f8af-5d1d95a2e585,10. Which of the following strategies below do you think would best support and increase Carla's motivation to complete her math work and increase engagement? I would tell Carla:,1,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1.0
5d8a2d44288d783d2365cbb6eba59a57,Stu_0833059a82ede78e1b6a905e12f02ce2,ctat_session_b1b43756-0b39-c483-f8af-5d1d95a2e585,12. Which of the following statements aligns best with the rationale you chose and explained in Questions 10 and 11?,1,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,1.0
d1a3c24dabdb290da787f6b1b955b833,Stu_0838de34fd350f857faab1404034a352,ctat_session_f3e21525-80e1-9f1f-92ee-135eb198b082,2. Which of the following strategies below do you think would best support and increase Kevin's motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball? <br>I would text the student:,1,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,0.0
960243e4a3e509ab0ea6485365b72adc,Stu_0838de34fd350f857faab1404034a352,ctat_session_f3e21525-80e1-9f1f-92ee-135eb198b082,4. Which of the following statements aligns with the rationale you chose and explained in Questions 2 and 3?,1,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,0.0
baeb7210f835a42163ea8c2629d832a2,Stu_0838de34fd350f857faab1404034a352,ctat_session_f3e21525-80e1-9f1f-92ee-135eb198b082,10. Which of the following strategies below do you think would best support and increase Carla's motivation to complete her math work and increase engagement? I would tell Carla:,1,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,0.0
4bbc3248b8a6cc03533702711b95882b,Stu_09e9924f38a6ce32d72aabba92d92936,ctat_session_d57ec057-dde0-cd59-e666-fb012d13b26c,2. Which of the following strategies below do you think would best support and increase Kevin's motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball? <br>I would text the student:,1,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1.0
520dee7db72d0df69cfce0d2b7b8a187,Stu_09e9924f38a6ce32d72aabba92d92936,ctat_session_d57ec057-dde0-cd59-e666-fb012d13b26c,4. Which of the following statements aligns with the rationale you chose and explained in Questions 2 and 3?,1,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1.0
eba83236aa8c4b83e9064e3fc77a480f,Stu_09e9924f38a6ce32d72aabba92d92936,ctat_session_2f11309d-5fab-cf0b-9fdf-b69263b3ff60,10. Which of the following strategies below do you think would best support and increase Carla's motivation to complete her math work and increase engagement? I would tell Carla:,1,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1.0
c360ffcc8505ebc475dac951960cc0cc,Stu_09e9924f38a6ce32d72aabba92d92936,ctat_session_2f11309d-5fab-cf0b-9fdf-b69263b3ff60,12. Which of the following statements aligns best with the rationale you chose and explained in Questions 10 and 11?,1,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,0.5
36d386ef4eaa67f41ce0e21948272983,Stu_0bac706418917e3cdd2caca69aeb012d,ctat_session_be4b0254-1f6a-c5d9-5846-0f96843428ce,2. Which of the following strategies below do you think would best support and increase Kevin's motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball? <br>I would text the student:,0,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,0.0
c4ef183f8a60f519d82545b91da2f31b,Stu_0bac706418917e3cdd2caca69aeb012d,ctat_session_be4b0254-1f6a-c5d9-5846-0f96843428ce,4. Which of the following statements aligns with the rationale you chose and explained in Questions 2 and 3?,1,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,0.0
f1599b16a154b4ca9aa360a7b171079a,Stu_0bac706418917e3cdd2caca69aeb012d,ctat_session_be4b0254-1f6a-c5d9-5846-0f96843428ce,10. Which of the following strategies below do you think would best support and increase Carla's motivation to complete her math work and increase engagement? I would tell Carla:,1,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,0.0
36dd1e824e5b9e9bb2f684cd012492a3,Stu_0be6f66ee87a066152b846e8ed71ff80,ctat_session_1684dbd2-b26b-b1c5-2ff1-5eb2ea6abd0a,2. Which of the following strategies below do you think would best support and increase Kevin's motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball? <br>I would text the student:,1,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1.0
b89e7e679a4cd93f4dba809df64153f6,Stu_0be6f66ee87a066152b846e8ed71ff80,ctat_session_1684dbd2-b26b-b1c5-2ff1-5eb2ea6abd0a,4. Which of the following statements aligns with the rationale you chose and explained in Questions 2 and 3?,1,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1.0
95307a4d8b55fb53667ebef1ebf8f527,Stu_0be6f66ee87a066152b846e8ed71ff80,ctat_session_1684dbd2-b26b-b1c5-2ff1-5eb2ea6abd0a,10. Which of the following strategies below do you think would best support and increase Carla's motivation to complete her math work and increase engagement? I would tell Carla:,1,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1.0
